Dataset,Model,SampleMethod,MGU@5,DGU@5,DivRatio@5,ORRatio@5,PredictNotInRatio@5,NDCG@5,HR@5,Predict_NotIn_Ratio,MGU@10,DGU@10,DivRatio@10,ORRatio@10,PredictNotInRatio@10,NDCG@10,HR@10
Goodreads,LightGCN,LightGCN,0.0213685845295369,0.0748608618049808,0.1232,0.1146,0.684,0.0116765603057077,0.019,0.684,0.013120438205788506,0.04134646860394757,0.0957,0.0787,0.684,0.013546290470112793,0.025
